kernel,dtype,align,stride,N,build,median_ms,stdev_ms,gflops,cpe
saxpy,f64,misaligned,8,16777216,native,95.00699380874043,4.750349690437022,0.3531785467030856,22.085146656876066
dot,f32,aligned,1,4096,scalar,0.0007338197006988128,3.669098503494064e-05,11.163505139203538,0.6987052814270922
dot,f32,aligned,1,4096,auto,0.00017702697954869592,8.851348977434797e-06,46.27543225831617,0.16855596197263528
dot,f32,aligned,1,4096,native,0.00016488026905993412,8.244013452996706e-06,49.68453803906761,0.15699049055999584
dot,f32,aligned,1,8192,scalar,0.0015696046408652355,7.848023204326178e-05,10.438297373387234,0.7472483031462913
dot,f32,aligned,1,8192,auto,0.00032700927045077317,1.6350463522538658e-05,50.102555127611865,0.15568068295385928
dot,f32,aligned,1,8192,native,0.0003260328541848632,1.6301642709243162e-05,50.25260426886347,0.15521583634289143
dot,f32,aligned,1,16384,scalar,0.0031956185765394515,0.00015978092882697257,10.254039778265591,0.7606758086245032
dot,f32,aligned,1,16384,auto,0.0007084361084932956,3.542180542466478e-05,46.25399468936034,0.168634083442618
dot,f32,aligned,1,16384,native,0.000586429820488413,2.932149102442065e-05,55.87710388381835,0.13959205932036198
dot,f32,aligned,1,32768,scalar,0.006044829432439057,0.00030224147162195283,10.841662404617523,0.7194468623813574
dot,f32,aligned,1,32768,auto,0.0013841392244041426,6.920696122020714e-05,47.34783816867307,0.16473824997485825
dot,f32,aligned,1,32768,native,0.0013399815236235096,6.699907618117549e-05,48.908137048622045,0.15948266424962426
dot,f32,aligned,1,65536,scalar,0.012910308784367164,0.0006455154392183582,10.152506976340682,0.7682831460423575
dot,f32,aligned,1,65536,auto,0.0028009493714357997,0.00014004746857178998,46.79556201075171,0.16668247297057526
dot,f32,aligned,1,65536,native,0.002557776581318814,0.0001278888290659407,51.244507028998605,0.15221143596105005
dot,f32,aligned,1,262144,scalar,0.0478001512053633,0.002390007560268165,10.968333504793883,0.7111381137882877
dot,f32,aligned,1,262144,auto,0.03134144120293458,0.0015670720601467293,16.728267108243557,0.4662766292245669
dot,f32,aligned,1,262144,native,0.0287483763225316,0.0014374188161265801,18.23713430344545,0.4276987749400072
dot,f32,aligned,1,1048576,scalar,0.18417996187805716,0.009208998093902859,11.386428678861893,0.6850260270351628
dot,f32,aligned,1,1048576,auto,0.12774141178393755,0.006387070589196878,16.41716629488277,0.47511244388328217
dot,f32,aligned,1,1048576,native,0.118673603005608,0.0059336801502804,17.67159626813469,0.4413862721651756
dot,f32,aligned,1,4194304,scalar,1.8851907003246609,0.09425953501623305,4.449739752352557,1.7529115036168519
dot,f32,aligned,1,4194304,auto,1.7624351034498644,0.08812175517249322,4.7596691552385595,1.6387693651806048
dot,f32,aligned,1,4194304,native,1.8474468000102418,0.09237234000051209,4.540649289578187,1.7178159999942644
dot,f32,aligned,1,16777216,scalar,7.182664878302914,0.35913324391514573,4.671585347293564,1.669668735586486
dot,f32,aligned,1,16777216,auto,7.479358558391714,0.3739679279195857,4.486271347741779,1.7386375890807917
dot,f32,aligned,1,16777216,native,7.363992965504603,0.36819964827523016,4.556554053918864,1.7118199208657714
dot,f32,aligned,2,4096,scalar,0.0006988937478981303,3.4944687394906515e-05,11.72138114647157,0.6654505900397236
dot,f32,aligned,2,4096,auto,0.00016161951682798793,8.080975841399397e-06,50.68694772005022,0.15388577041727367
dot,f32,aligned,2,4096,native,0.00016835928352586701,8.417964176293351e-06,48.65784546262557,0.16030302874777375
dot,f32,aligned,2,8192,scalar,0.0014942500995682995,7.471250497841499e-05,10.964697278409728,0.711373948769088
dot,f32,aligned,2,8192,auto,0.0003467388963354734,1.733694481677367e-05,47.25169334376698,0.16507344918314776
dot,f32,aligned,2,8192,native,0.00032795589586369323,1.639779479318466e-05,49.95793704775963,0.15613134690776412
dot,f32,aligned,2,16384,scalar,0.0031302357227882462,0.00015651178613941232,10.468221214602975,0.7451122631148779
dot,f32,aligned,2,16384,auto,0.0007286132654417103,3.643066327208552e-05,44.973103776987806,0.17343699555802428
dot,f32,aligned,2,16384,native,0.0007069686399850663,3.534843199925332e-05,46.350005002615354,0.16828477148082022
dot,f32,aligned,2,32768,scalar,0.005943777439947951,0.00029718887199739756,11.025984849219705,0.707419800286774
dot,f32,aligned,2,32768,auto,0.0014930134488916505,7.465067244458253e-05,43.895116985484044,0.17769630281608387
dot,f32,aligned,2,32768,native,0.0015330804854488032,7.665402427244017e-05,42.74791873096904,0.18246502359772743
dot,f32,aligned,2,65536,scalar,0.013245351350249814,0.0006622675675124908,9.895698236614004,0.7882212870174298
dot,f32,aligned,2,65536,auto,0.0027656477064212804,0.00013828238532106403,47.39287643023985,0.16458169639653003
dot,f32,aligned,2,65536,native,0.0030028865885723317,0.0001501443294286166,43.64866808450326,0.1786996108311782
dot,f32,aligned,2,262144,scalar,0.05027344783194233,0.002513672391597117,10.428725751068981,0.7479341375144007
dot,f32,aligned,2,262144,auto,0.04138414352145247,0.0020692071760726235,12.668813593501643,0.6156851186129174
dot,f32,aligned,2,262144,native,0.042087645488843015,0.002104382274442151,12.457052275328236,0.6261513420352468
dot,f32,aligned,2,1048576,scalar,0.19431021504128007,0.009715510752064005,10.792803659624752,0.7227037798509524
dot,f32,aligned,2,1048576,auto,0.16347493064918675,0.008173746532459338,12.828584735725856,0.608017186672047
dot,f32,aligned,2,1048576,native,0.17109983020062963,0.008554991510031482,12.256891181837554,0.6363767030548625
dot,f32,aligned,2,4194304,scalar,2.725080840600885,0.13625404203004426,3.0782969352756147,2.533868617616523
dot,f32,aligned,2,4194304,auto,2.6247543955996537,0.1312377197799827,3.195959215865426,2.440581832608854
dot,f32,aligned,2,4194304,native,2.602960445784746,0.1301480222892373,3.222718199035477,2.4203171106721184
dot,f32,aligned,2,16777216,scalar,10.914338021525555,0.5457169010762778,3.0743442189368735,2.5371264388531247
dot,f32,aligned,2,16777216,auto,10.921964972960234,0.5460982486480117,3.07219736403399,2.538899385603959
dot,f32,aligned,2,16777216,native,10.89563250829965,0.5447816254149825,3.079622222430888,2.532778190515556
dot,f32,aligned,4,4096,scalar,0.0007345481210171533,3.672740605085767e-05,11.152434763097977,0.6993988456950435
dot,f32,aligned,4,4096,auto,0.0001658580980602984,8.292904903014919e-06,49.39161907561345,0.15792152891483488
dot,f32,aligned,4,4096,native,0.0001493282047190455,7.466410235952276e-06,54.85902690260618,0.1421826167979193
dot,f32,aligned,4,8192,scalar,0.0015745472708678526,7.872736354339264e-05,10.405530721836971,0.7496013618633576
dot,f32,aligned,4,8192,auto,0.0003600769069288259,1.8003845346441295e-05,45.50139063274757,0.17142333215605726
dot,f32,aligned,4,8192,native,0.0003307682284857366,1.653841142428683e-05,49.53317334922484,0.15747022596366855
dot,f32,aligned,4,16384,scalar,0.0028264280244794976,0.00014132140122397489,11.593431609154248,0.6727947568035914
dot,f32,aligned,4,16384,auto,0.0011762158352792128,5.881079176396064e-05,27.858832551953746,0.27998301743096493
dot,f32,aligned,4,16384,native,0.0011551685491225218,5.775842745612609e-05,28.366423259091427,0.27497298227403777
dot,f32,aligned,4,32768,scalar,0.006185911245568792,0.00030929556227843964,10.594397073987437,0.7362382158727505
dot,f32,aligned,4,32768,auto,0.0022915153021780417,0.00011457576510890209,28.599416262989507,0.27273283930952036
dot,f32,aligned,4,32768,native,0.0024078644831611695,0.00012039322415805849,27.21747858249935,0.28658055066920657
dot,f32,aligned,4,65536,scalar,0.012445121906304124,0.0006222560953152062,10.531998078187165,0.7406002110990307
dot,f32,aligned,4,65536,auto,0.004788437991944943,0.00023942189959724717,27.37260046396922,0.2849564845060009
dot,f32,aligned,4,65536,native,0.00509583096162768,0.000254791548081384,25.72141834903679,0.30324921799236987
dot,f32,aligned,4,262144,scalar,0.06524637193505826,0.0032623185967529133,8.035511928875373,0.9706911107892121
dot,f32,aligned,4,262144,auto,0.06402056966821962,0.0032010284834109812,8.1893679284185,0.9524544590227376
dot,f32,aligned,4,262144,native,0.06344873989377789,0.0031724369946888945,8.263174349525805,0.9439471648625707
dot,f32,aligned,4,1048576,scalar,0.2481657385826923,0.012408286929134616,8.450610515283518,0.9230102352833747
dot,f32,aligned,4,1048576,auto,0.2539929260360747,0.012699646301803737,8.256733889124693,0.9446834674269594
dot,f32,aligned,4,1048576,native,0.26440618974383856,0.013220309487191929,7.931554106323148,0.9834138298043922
dot,f32,aligned,4,4194304,scalar,4.0139191485575125,0.20069595742787563,2.089879663623675,3.732272310107779
dot,f32,aligned,4,4194304,auto,4.1901166076114436,0.2095058303805722,2.001998699692963,3.8961064266406606
dot,f32,aligned,4,4194304,native,3.975062624111534,0.1987531312055767,2.1103083883804064,3.696142252453561
dot,f32,aligned,4,16777216,scalar,16.59510116699551,0.8297550583497755,2.0219480232355176,3.857665929274707
dot,f32,aligned,4,16777216,auto,18.08647755018635,0.9043238775093174,1.8552220523257323,4.204348471506044
dot,f32,aligned,4,16777216,native,16.42511634639724,0.821255817319862,2.0428733223165256,3.8181515783637296
dot,f32,aligned,8,4096,scalar,0.0007566659218469905,3.783329609234953e-05,10.826442374996438,0.7204582751961089
dot,f32,aligned,8,4096,auto,0.00018665706095141897,9.332853047570949e-06,43.88797272518999,0.1777252289332358
dot,f32,aligned,8,4096,native,0.00017457233642095927,8.728616821047964e-06,46.926106208752465,0.1662187773539407
dot,f32,aligned,8,8192,scalar,0.001448273410430484,7.241367052152421e-05,11.312781055015039,0.6894856324070907
dot,f32,aligned,8,8192,auto,0.0003730166413083822,1.865083206541911e-05,43.9229733626145,0.17758360609163706
dot,f32,aligned,8,8192,native,0.00034532478794390456,1.7266239397195227e-05,47.445189491179704,0.1644002286354038
dot,f32,aligned,8,16384,scalar,0.0029323355429409607,0.00014661677714704804,11.174710233582482,0.6980046763592375
dot,f32,aligned,8,16384,auto,0.002071025215225017,0.00010355126076125085,15.822115423370045,0.49298085567490013
dot,f32,aligned,8,16384,native,0.0020282424562619223,0.00010141212281309612,16.155859423430005,0.48279697140023786
dot,f32,aligned,8,32768,scalar,0.006345629909997638,0.00031728149549988194,10.327737502741378,0.7552477004696896
dot,f32,aligned,8,32768,auto,0.004079012236821807,0.00020395061184109035,16.066634811339245,0.4854781409791579
dot,f32,aligned,8,32768,native,0.003992574773746745,0.00019962873868733727,16.41447028893066,0.47519047905310996
dot,f32,aligned,8,65536,scalar,0.011595386138645481,0.0005797693069322741,11.303806396162951,0.6900330496325283
dot,f32,aligned,8,65536,auto,0.00817818477299199,0.0004089092386495995,16.027028446808654,0.4866778658244135
dot,f32,aligned,8,65536,native,0.008497618294656773,0.00042488091473283867,15.42455726475934,0.5056871238580537
dot,f32,aligned,8,262144,scalar,0.13022483149955102,0.006511241574977552,4.026021719228007,1.9373964036874731
dot,f32,aligned,8,262144,auto,0.11697785492402028,0.005848892746201015,4.481942332935894,1.7403169029376184
dot,f32,aligned,8,262144,native,0.12015827552446838,0.006007913776223419,4.363311621372569,1.787633035833079
dot,f32,aligned,8,1048576,scalar,0.4520261529998841,0.022601307649994205,4.639448372803637,1.6812343565936545
dot,f32,aligned,8,1048576,auto,0.4512408318054939,0.022562041590274695,4.64752268009286,1.6783134880460988
dot,f32,aligned,8,1048576,native,0.48624747360577203,0.0243123736802886,4.3129314059948785,1.8085147352814779
dot,f32,aligned,8,4194304,scalar,6.982526208747058,0.3491263104373529,1.2013715021207558,6.492579511192686
dot,f32,aligned,8,4194304,auto,7.144178934417779,0.357208946720889,1.174187835579966,6.6428894625256865
dot,f32,aligned,8,4194304,native,7.1561882978514815,0.3578094148925741,1.1722173384563581,6.654056158452219
dot,f32,aligned,8,16777216,scalar,28.937427407909766,1.4468713703954883,1.1595513148770171,6.726739817312246
dot,f32,aligned,8,16777216,auto,27.28660281495695,1.3643301407478476,1.2297035372101135,6.342992244859463
dot,f32,aligned,8,16777216,native,27.67662084816179,1.3838310424080895,1.212374595297771,6.43365510152763
dot,f32,misaligned,1,4096,scalar,0.0007528804736833158,3.7644023684165795e-05,10.880877225998827,0.716853966641829
dot,f32,misaligned,1,4096,auto,0.0001673389470155571,8.366947350777854e-06,48.95453297694296,0.15933151693375797
dot,f32,misaligned,1,4096,native,0.00015671716907379073,7.835858453689536e-06,52.27251135542637,0.14921800766303317
dot,f32,misaligned,1,8192,scalar,0.0015086678992299503,7.543339496149752e-05,10.859911587144309,0.7182378914791023
dot,f32,misaligned,1,8192,auto,0.00034274653716443403,1.71373268582217e-05,47.80208761712364,0.16317278990982578
dot,f32,misaligned,1,8192,native,0.0003173017775613426,1.5865088878067132e-05,51.63538674734512,0.15105919586050245
dot,f32,misaligned,1,16384,scalar,0.00318732225167359,0.00015936611258367953,10.28073015924081,0.7587009754349976
dot,f32,misaligned,1,16384,auto,0.0006540611447331877,3.270305723665939e-05,50.09929157826232,0.1556908242467915
dot,f32,misaligned,1,16384,native,0.00060492143499567,3.0246071749783505e-05,54.16901783325722,0.14399374978534626
dot,f32,misaligned,1,32768,scalar,0.006400850298362061,0.0003200425149181031,10.238639703348516,0.7618199512821057
dot,f32,misaligned,1,32768,auto,0.0014576697307060846,7.288348653530423e-05,44.959429848526,0.17348974456035554
dot,f32,misaligned,1,32768,native,0.001311377596492877,6.556887982464385e-05,49.97492726371734,0.1560782661841498
dot,f32,misaligned,1,65536,scalar,0.012923967005552381,0.0006461983502776191,10.14177767118169,0.7690959369148908
dot,f32,misaligned,1,65536,auto,0.00276070028714401,0.00013803501435720052,47.47780865977167,0.16428727905062313
dot,f32,misaligned,1,65536,native,0.002368637492646654,0.00011843187463233271,55.33645414585731,0.14095590547671435
dot,f32,misaligned,1,262144,scalar,0.0478049026797265,0.002390245133986325,10.96724332883841,0.7112088029897055
dot,f32,misaligned,1,262144,auto,0.03133392550597149,0.0015666962752985748,16.732279519209403,0.466164815800815
dot,f32,misaligned,1,262144,native,0.033854555085859994,0.0016927277542929998,15.486483241925072,0.5036650269884261
dot,f32,misaligned,1,1048576,scalar,0.19215960649136926,0.009607980324568464,10.91359437236458,0.7147049573100474
dot,f32,misaligned,1,1048576,auto,0.13827768054346481,0.0069138840271732414,15.16623645810144,0.5143003026194695
dot,f32,misaligned,1,1048576,native,0.133038158021288,0.0066519079010644,15.763537553371911,0.49481279018690405
dot,f32,misaligned,1,4194304,scalar,1.9859388993009788,0.09929694496504894,4.224001052072985,1.8465904491600555
dot,f32,misaligned,1,4194304,auto,2.013784669450099,0.10068923347250497,4.165593336397114,1.872482350076529
dot,f32,misaligned,1,4194304,native,1.9900410398602684,0.09950205199301343,4.215293972323812,1.8504047526013963
dot,f32,misaligned,1,16777216,scalar,8.422404043099158,0.42112020215495793,3.9839494553212043,1.957856164460582
dot,f32,misaligned,1,16777216,auto,7.993244599339978,0.39966222996699896,4.197848768792921,1.8580945692912292
dot,f32,misaligned,1,16777216,native,7.830793295407521,0.39153966477037605,4.284933944007751,1.8203314454608757
dot,f32,misaligned,2,4096,scalar,0.0007417966240991809,3.708983120495905e-05,11.043458184981844,0.70630049657881
dot,f32,misaligned,2,4096,auto,0.00018534889476420934,9.267444738210468e-06,44.19772780636978,0.17647966054209385
dot,f32,misaligned,2,4096,native,0.00015518235518869518,7.75911775943476e-06,52.78950683561204,0.14775663702048614
dot,f32,misaligned,2,8192,scalar,0.0015023575764555827,7.511787882277914e-05,10.905526258704493,0.7152337094942349
dot,f32,misaligned,2,8192,auto,0.00035975679888833686,1.7987839944416844e-05,45.54187731997624,0.17127093697076584
dot,f32,misaligned,2,8192,native,0.0003273676332175507,1.6368381660877537e-05,50.04770886776117,0.155851290228082
dot,f32,misaligned,2,16384,scalar,0.0031359743775401456,0.00015679871887700728,10.449064965161858,0.7464782759037212
dot,f32,misaligned,2,16384,auto,0.0007797260459021104,3.898630229510552e-05,42.025016571158396,0.18560373407093692
dot,f32,misaligned,2,16384,native,0.0008112432822465004,4.056216411232502e-05,40.39232215181941,0.1931060059058442
dot,f32,misaligned,2,32768,scalar,0.005687983126772608,0.0002843991563386304,11.521834460360905,0.6769755308353629
dot,f32,misaligned,2,32768,auto,0.0017574418218849535,8.787209109424768e-05,37.29056585765611,0.20916818558811395
dot,f32,misaligned,2,32768,native,0.0016040110580721827,8.020055290360914e-05,40.85757368703301,0.19090707783451882
dot,f32,misaligned,2,65536,scalar,0.011406223019697868,0.0005703111509848934,11.491271017026973,0.6787760891238661
dot,f32,misaligned,2,65536,auto,0.0030395709063066353,0.00015197854531533178,43.12187609377562,0.18088266806939512
dot,f32,misaligned,2,65536,native,0.003334137137361749,0.00016670685686808747,39.312120227818596,0.19841209160935702
dot,f32,misaligned,2,262144,scalar,0.0456400344394934,0.0022820017219746702,11.487458465770157,0.6790013668595286
dot,f32,misaligned,2,262144,auto,0.0446496046161636,0.00223248023080818,11.742276432392025,0.664266426098015
dot,f32,misaligned,2,262144,native,0.04449886315856086,0.002224943157928043,11.78205380510121,0.6620237972960944
dot,f32,misaligned,2,1048576,scalar,0.19253194195592147,0.009626597097796074,10.892488688864548,0.7160897957116067
dot,f32,misaligned,2,1048576,auto,0.179173710382358,0.0089586855191179,11.704574267757598,0.66640612649078
dot,f32,misaligned,2,1048576,native,0.1798306996160502,0.00899153498080251,11.661813052373986,0.668849686148258
dot,f32,misaligned,2,4194304,scalar,2.971362960224755,0.14856814801123774,2.8231515679139663,2.7628697263900146
dot,f32,misaligned,2,4194304,auto,3.251145601333854,0.1625572800666927,2.5802006519050975,3.0230207074170186
dot,f32,misaligned,2,4194304,native,2.773085703063293,0.13865428515316466,3.02500856382964,2.5785050968997103
dot,f32,misaligned,2,16777216,scalar,11.124449161987377,0.5562224580993689,3.0162780656732777,2.5859684784263828
dot,f32,misaligned,2,16777216,auto,11.260123942796447,0.5630061971398224,2.9799345167480253,2.617507182175287
dot,f32,misaligned,2,16777216,native,11.784914966497002,0.5892457483248501,2.847235817601649,2.739499114116329
dot,f32,misaligned,4,4096,scalar,0.0007707239062187516,3.853619531093758e-05,10.628968342490854,0.7338435630500808
dot,f32,misaligned,4,4096,auto,0.00018671979705480108,9.335989852740055e-06,43.87322677731757,0.17778496301604593
dot,f32,misaligned,4,4096,native,0.0001473087807975286,7.36543903987643e-06,55.611077327831886,0.14025982546639684
dot,f32,misaligned,4,8192,scalar,0.0015214785844517092,7.607392922258546e-05,10.7684723054477,0.7243367284377032
dot,f32,misaligned,4,8192,auto,0.000338490875836463,1.692454379182315e-05,48.40307721592972,0.16114677926784737
dot,f32,misaligned,4,8192,native,0.0003181284284487671,1.5906421422438358e-05,51.50121314178168,0.15145274303591208
dot,f32,misaligned,4,16384,scalar,0.0033470106773875958,0.0001673505338693798,9.790228702101432,0.7967127466926041
dot,f32,misaligned,4,16384,auto,0.001241445335787519,6.207226678937595e-05,26.395040567141365,0.29551005917793727
dot,f32,misaligned,4,16384,native,0.001221336783651359,6.106683918256796e-05,26.82961852834353,0.29072347755372924
dot,f32,misaligned,4,32768,scalar,0.005644176624525105,0.00028220883122625525,11.611259597233834,0.6717617442519503
dot,f32,misaligned,4,32768,auto,0.0025728412640571327,0.00012864206320285665,25.472228277564156,0.3062158486884405
dot,f32,misaligned,4,32768,native,0.002611070995683857,0.00013055354978419286,25.09927922616125,0.3107658960927442
dot,f32,misaligned,4,65536,scalar,0.012053673171834822,0.0006026836585917412,10.874029694638558,0.7173053797936372
dot,f32,misaligned,4,65536,auto,0.005344842858418386,0.0002672421429209193,24.523078315306368,0.31806773602038124
dot,f32,misaligned,4,65536,native,0.0053085550698617895,0.0002654277534930895,24.690711177535643,0.3159082759469754
dot,f32,misaligned,4,262144,scalar,0.07143560232398663,0.0035717801161993315,7.339309573147599,1.0627702677289883
dot,f32,misaligned,4,262144,auto,0.07387991320796813,0.003693995660398407,7.096489116387514,1.0991350613062887
dot,f32,misaligned,4,262144,native,0.07477188587677341,0.003738594293838671,7.011833309434567,1.1124052235390332
dot,f32,misaligned,4,1048576,scalar,0.2882787870906278,0.014413939354531391,7.274735755498744,1.0722038933310016
dot,f32,misaligned,4,1048576,auto,0.2969148845211444,0.01484574422605722,7.06314202934698,1.1043243881535176
dot,f32,misaligned,4,1048576,native,0.2670721738207905,0.013353608691039527,7.85237926511663,0.993329503918727
dot,f32,misaligned,4,4194304,scalar,4.60853631070444,0.230426815535222,1.8202325932672876,4.285166647850827
dot,f32,misaligned,4,4194304,auto,4.288620465274245,0.21443102326371224,1.9560154758212147,3.9876985107826117
dot,f32,misaligned,4,4194304,native,4.430723760804789,0.22153618804023947,1.8932816516812836,4.119830767426175
dot,f32,misaligned,4,16777216,scalar,17.53702130578175,0.8768510652890875,1.9133484196051866,4.076622908863355
dot,f32,misaligned,4,16777216,auto,17.96290492702045,0.8981452463510226,1.8679847238698133,4.1756230125057545
dot,f32,misaligned,4,16777216,native,18.32790110955471,0.9163950554777355,1.8307842125199696,4.260469336942635
dot,f32,misaligned,8,4096,scalar,0.0007581946057204162,3.7909730286020816e-05,10.80461393182319,0.7219138091576229
dot,f32,misaligned,8,4096,auto,0.0002024664281709515,1.0123321408547574e-05,40.461028892568436,0.19277809322917747
dot,f32,misaligned,8,4096,native,0.00019468665990218998,9.734332995109499e-06,42.07787017413334,0.18537059902796407
dot,f32,misaligned,8,8192,scalar,0.0014598618901581594,7.299309450790798e-05,11.222979454737995,0.695002608839944
dot,f32,misaligned,8,8192,auto,0.000437831815736606,2.1891590786830302e-05,37.420761605539425,0.20844043962069866
dot,f32,misaligned,8,8192,native,0.00041629208057341455,2.081460402867073e-05,39.356982187679705,0.19818592703080037
dot,f32,misaligned,8,16384,scalar,0.0031860815919439404,0.00015930407959719703,10.28473347413777,0.7584056523792339
dot,f32,misaligned,8,16384,auto,0.0021572707781130243,0.00010786353890565122,15.189562818193057,0.5135105001611814
dot,f32,misaligned,8,16384,native,0.002159614596278127,0.00010798072981390635,15.17307766694681,0.514068415862103
dot,f32,misaligned,8,32768,scalar,0.006170013270005052,0.00030850066350025264,10.621695145875487,0.734346061798697
dot,f32,misaligned,8,32768,auto,0.004175910528731797,0.00020879552643658986,15.693822831952042,0.4970108356339724
dot,f32,misaligned,8,32768,native,0.004495748569298229,0.00022478742846491147,14.57732766630896,0.535077496956271
dot,f32,misaligned,8,65536,scalar,0.011880051580476737,0.0005940025790238368,11.032948730239452,0.7069732843606455
dot,f32,misaligned,8,65536,auto,0.008581334125916674,0.00042906670629583375,15.274081870806848,0.5106689924785618
dot,f32,misaligned,8,65536,native,0.00891312125085034,0.000445656062542517,14.705510708439572,0.5304134045153248
dot,f32,misaligned,8,262144,scalar,0.12145137556573683,0.006072568778286842,4.316855182230716,1.8068708980803438
dot,f32,misaligned,8,262144,auto,0.1284096836000687,0.006420484180003436,4.0829319510893916,1.9103918687449188
dot,f32,misaligned,8,262144,native,0.1266102627491694,0.00633051313745847,4.140959734351704,1.8836213101263448
dot,f32,misaligned,8,1048576,scalar,0.5038261179969633,0.025191305899848165,4.1624519354763585,1.8738955118066376
dot,f32,misaligned,8,1048576,auto,0.4912079038418016,0.02456039519209008,4.269377556016299,1.8269642114477407
dot,f32,misaligned,8,1048576,native,0.47854893294643674,0.02392744664732184,4.382314650850409,1.7798813233290705
dot,f32,misaligned,8,4194304,scalar,8.118828144953618,0.4059414072476809,1.0332289155811318,7.549149934129503
dot,f32,misaligned,8,4194304,auto,8.33264104068058,0.416632052034029,1.0067165931000972,7.7479601046214714
dot,f32,misaligned,8,4194304,native,7.668679442595953,0.3834339721297977,1.0938790782419694,7.130587059527448
dot,f32,misaligned,8,16777216,scalar,34.37348979468234,1.7186744897341173,0.976171817305293,7.990396630719967
dot,f32,misaligned,8,16777216,auto,31.42601652939677,1.5713008264698385,1.0677278161746098,7.305232552566969
dot,f32,misaligned,8,16777216,native,30.7760230190679,1.538801150953395,1.0902783631013884,7.15413628663807
dot,f64,aligned,1,4096,scalar,0.0016318597797880861,8.159298898940432e-05,5.02003916112438,1.5537727395443202
dot,f64,aligned,1,4096,auto,0.0003623370436551863,1.8116852182759316e-05,22.60878412364544,0.3449986499646549
dot,f64,aligned,1,4096,native,0.0003178496683243814,1.589248341621907e-05,25.773190336129773,0.302640065054953
dot,f64,aligned,1,8192,scalar,0.0030489143699799237,0.0001524457184989962,5.3737160221091695,1.4515095267238407
dot,f64,aligned,1,8192,auto,0.0007003865659984402,3.501932829992201e-05,23.39279591498688,0.3334359872307027
dot,f64,aligned,1,8192,native,0.0006179597849967693,3.0897989249838464e-05,26.513052139931172,0.2941947218612549
dot,f64,aligned,1,16384,scalar,0.0059054812493284535,0.0002952740624664227,5.548743382044646,1.4057236860584088
dot,f64,aligned,1,16384,auto,0.001495139105166982,7.475695525834911e-05,21.916355399145527,0.35589859070747254
dot,f64,aligned,1,16384,native,0.0011959529834188014,5.979764917094007e-05,27.39907041021631,0.28468119112141876
dot,f64,aligned,1,32768,scalar,0.012278945374298742,0.0006139472687149371,5.33726619039893,1.4614223315358
dot,f64,aligned,1,32768,auto,0.002848630147813718,0.0001424315073906859,23.006145620658383,0.33903984303202817
dot,f64,aligned,1,32768,native,0.0024043384032748907,0.00012021692016374455,27.257394346292937,0.286160881737429
dot,f64,aligned,1,65536,scalar,0.024809714721023248,0.0012404857360511624,5.283091783757281,1.4764081941526896
dot,f64,aligned,1,65536,auto,0.015525787912468855,0.0007762893956234427,8.44221244931056,0.9239284188633504
dot,f64,aligned,1,65536,native,0.016205009893315,0.0008102504946657501,8.088362849693212,0.964348428099495
dot,f64,aligned,1,262144,scalar,0.09243993736442947,0.004621996868221474,5.671661134224697,1.375258467564678
dot,f64,aligned,1,262144,auto,0.06452933574158631,0.0032264667870793157,8.124800820816748,0.9600235343635048
dot,f64,aligned,1,262144,native,0.06325366341994966,0.003162683170997483,8.288658263461846,0.9410449498664994
dot,f64,aligned,1,1048576,scalar,1.0188550781434504,0.050942753907172525,2.0583418044315134,3.789458088645417
dot,f64,aligned,1,1048576,auto,0.9472412270161723,0.047362061350808615,2.2139576912272583,3.523102555621216
dot,f64,aligned,1,1048576,native,1.0073937348525877,0.050369686742629385,2.0817600183972527,3.7468295726061744
dot,f64,aligned,1,4194304,scalar,3.561216652043887,0.17806083260219435,2.35554553952384,3.311334834807195
dot,f64,aligned,1,4194304,auto,3.8338765513004773,0.19169382756502387,2.1880224591880837,3.564862859266248
dot,f64,aligned,1,4194304,native,3.9110159891466805,0.19555079945733403,2.144866710665189,3.63658961240579
dot,f64,aligned,1,16777216,scalar,14.691770347289332,0.7345885173644666,2.2838930371785238,3.4152212354200118
dot,f64,aligned,1,16777216,auto,15.58498424416809,0.7792492122084046,2.1529974926061337,3.622856053844425
dot,f64,aligned,1,16777216,native,14.98885355573566,0.7494426777867831,2.238625647734079,3.484280637941901
dot,f64,aligned,2,4096,scalar,0.0014637695504466145,7.318847752233072e-05,5.596509366860732,1.3937258903178211
dot,f64,aligned,2,4096,auto,0.0003617231543338727,1.8086157716693637e-05,22.64715405096444,0.3444141362065682
dot,f64,aligned,2,4096,native,0.0003186022495044422,1.593011247522211e-05,25.712310609049172,0.30335663404963975
dot,f64,aligned,2,8192,scalar,0.0031267163422468683,0.00015633581711234343,5.2400020362021085,1.4885490398880357
dot,f64,aligned,2,8192,auto,0.0007432928210034465,3.716464105017233e-05,22.042456938951158,0.3538625490616994
dot,f64,aligned,2,8192,native,0.0006539995848602474,3.2699979243012375e-05,25.05200366985108,0.3113523414251666
dot,f64,aligned,2,16384,scalar,0.006633890659555813,0.00033169453297779064,4.939484486799493,1.5791121565104778
dot,f64,aligned,2,16384,auto,0.0014162708498142705,7.081354249071353e-05,23.136817370983234,0.33712501918186366
dot,f64,aligned,2,16384,native,0.0014645831828800097,7.32291591440005e-05,22.373601160409212,0.3486251472919945
dot,f64,aligned,2,32768,scalar,0.012484057537806244,0.0006242028768903122,5.249575292450654,1.485834484785289
